name,name_ingles,level,flavour,description,details,page,somatic,verbal,material,cost,gp,ritual,concentration,abjuracion,conjuracion,adivinacion,encantamiento,evocacion,ilusionismo,nigromancia,transmutacion,como_usar,Clase del Hechizo
Resurrección verdadera,True Resurrection,9,Volver del final definitivo.,"Tocas a una criatura que no lleve más de 200 años muerta y que falleciera por cualquier motivo menos de vieja. La criatura revive con todos sus puntos de golpe.
Este conjuro cierra todas las heridas, neutraliza cualquier veneno, cura todas las enfermedades mágicas y levanta las maldiciones que afectaran a la criatura cuando murió. También sustituye los órganos y las extremidades que le falten o sufrieran daños. Si la criatura era un muerto viviente, la resucitará con su forma normal.
El conjuro puede proporcionar un nuevo cuerpo si el original ya no existe, en cuyo caso debes pronunciar el nombre de la criatura. A continuación, esta aparecerá en un espacio sin ocupar que elijas a 3 m / 10 pies o menos de ti.","Instant.
Toque
1 hora",329 MdJ,TRUE,TRUE,TRUE,25000 po*,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Directo,"Druida, Clerigo"
Retirada expeditiva,Expeditious Retreat,1,Huir más rápido.,"Realizas la acción de correr y, hasta que el conjuro termine, puedes volver a hacerla como acción adicional.","10 min
Lanzador
Acción adicional",329 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,"Brujo, Hechicero, Mago"
Revivir,Revivify,3,Una segunda oportunidad.,Tocas a una criatura que haya muerto en el último minuto. La criatura revive con 1 punto de golpe. Este conjuro no puede revivir a una criatura que haya muerto de vieja ni devolverle las partes del cuerpo que haya perdido.,"Instant.
Toque
Acción",329 MdJ,TRUE,TRUE,TRUE,300 po*,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Directo,"Druida, Clerigo, Explorador, Paladín"
Risa horrible de Tasha,Tasha's Hideous Laughter,1,La risa domina.,"Una criatura de tu elección, que puedas ver dentro del alcance, realiza una tirada de salvación de Sabiduría. Si falla, tiene los estados Derribado e Incapacitado hasta que termine el conjuro. Durante ese tiempo, ríe sin control si es capaz de reír, y no puede poner fin a su estado de Derribado.
Al final de cada turno y cada vez que recibe daño, realiza otra tirada de salvación de Sabiduría. El objetivo tiene Ventaja en la tirada si esta se activa por daño. Si la supera, el conjuro termina.
Con un espacio de conjuro de nivel superior. Puedes seleccionar una criatura adicional por cada nivel de espacio de conjuro superior a 1.","1 min
9 m / 30 f / 6 cas
Acción",329 MdJ*,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TdS Sab.,"Bardo, Brujo, Mago"
Rociada de color,Color Spray,1,Un estallido de colores.,"Emites una ráfaga de luces brillantes y parpadeantes de múltiples colores. Todas las criaturas situadas en un cono de 4,5 m / 15 pies que se origina en ti deberán superar una tirada de salvación de Constitución o tendrán el estado de cegadas hasta el final de tu siguiente turno.","Instant.
Lanzador
Acción",330 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TdS Con.,"Bardo, Hechicero, Mago"
Rociada prismática,Prismatic Spray,7,El caos hecho luz.,"Ocho rayos de luz surgen de tu mano en un cono de 18 m / 60 pies. Todas las criaturas situadas en el cono hacen una tirada de salvación de Destreza. Por cada objetivo, tira 1d8 para determinar qué rayo de color le afecta y consulta la tabla.

1d8
1
2
3
4
5
6
7
8

Color
Rojo
Naranja
Amarillo
Verde
Azul
Añil
Violeta
Especial

Si falla la tirada
12d6 de fuego.
12d6 de ácido.
12d6 de relámpago.
12d6 de veneno.
12d6 de frío.
Estado apresado, al final de turnos TdS Con., 3 aciertos se libera, 3 fallos petrificado.
Estado cegado, al inicio de tu turno TdS Sab.,
si falla teleport a otro plano, si acierta se libera.
Dos rayos alcanzan al objetivo. Tira dos veces y repite los resultados de 8.

Si supera (solo los de daño).
La mitad del daño.
La mitad del daño.
La mitad del daño.
La mitad del daño.
La mitad del daño.","Instant.
Lanzador
Acción",330 MdJ*,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TdS Des.,"Bardo, Hechicero, Mago"
Rociada venenosa,Poison Spray,Truco,Veneno en el aire.,"Rocías a una criatura dentro del alcance con una niebla tóxica. Haz un ataque de conjuro a distancia contra el ojetivo. Si acierta, el objetivo recibe 1d12 de daño de veneno.
Mejora de truco. El daño aumenta en 1d12 cuando alcanzas los niveles 5 (2d12), 11 (3d12), 17 (4d12).
","Instant.
9 m / 30 f / 6 cas
Acción",330 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,D20+ata.conj.,"Druida, Brujo, Hechicero, Mago"
Saber druídico,Druidcraft,Truco,Los secretos druidas hablan.,"Susurras a los espíritus de la naturaleza y produces uno de los siguientes efectos dentro del alcance.
Sensor climático. Creas un efecto sensorial Diminuto  e inofensivo que predice el clima que habrá en tu ubicación durante las siguientes 24 horas. El efecto se manifiesta como un orbe dorado para cielos despejados, una nube para la lluvia, copos de nieve para la nieve, etc. Este efecto persiste durante 1 asalto.
Florecer. Haces que, al instante, una flor florezca, una vaina de semillas se abra o el brote de una hoja germine.
Efecto sensorial. Creas un efecto sensorial inofensivo, como hojas cayendo, hadas espectrales bailando, una suave brisa, el sonido de un animal o un leve olor a mofeta. El efecto debe caber en un cubo de 1,5 m / 5 pies de lado.
Jugar con fuego. Enciendes o apagas una vela, una antorcha o una fogata.","Instant.
9 m / 30 f / 6 cas
Acción",330 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,Druida
Saeta guía,Guiding Bolt,1,La luz señala al enemigo,"Lanzas un rayo de luz hacia una criatura dentro del alcance. Haz un ataque de conjuro a distancia contra el objetivo. Si acierta, el objetivo recibirá 4d6 de daño radiante y la siguiente tirada de ataque contra él antes del final de tu siguiente turno tendrá ventaja.
Con un espacio de conjuro de nivel superior. El daño aumenta en 1d6 por cada nivel por encima de 1 que tenga el espacio.
","1 asalto
36 m / 120 f / 24 cas
Acción",331 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,D20+ata.conj.,Clerigo
Salpicadura ácida,Acid Splash,Truco,Ácido que salpica.,"Creas una burbuja ácida en un punto dentro del alcance, donde explotará en una esfera de 1,5 m / 5 pies de radio. Todas las criaturas situadas en la esfera deberán superar una tirada de salvación de Destreza o sufrirán 1d6 de daño de ácido.
Mejora de truco. El daño aumenta en 1d6 cuando alcanzas los niveles 5 (2d6), 11 (3d6) y 17 (4d6).
","Instant.
18 m / 60 f / 12 cas
Acción",331 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TdS Des.,"Hechicero, Mago"
Salto,Jumo,1,Salto potenciado.,"Tocas a una criatura voluntaria. Una vez en cada uno de sus turnos hasta que el conjuro termine, la criatura puede saltar hasta 9 m / 30 pies usando 3 m / 10 pies de movimiento.
Con un espacio de conjuro de nivel superior. Puedes hacer objetivo a una criatura adicional por cada nivel por encima de 1 que tenga el espacio.
","1 min
Toque
Acción adicional",331 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,"Druida, Explorador, Hechicero, Mago"
Sanctasanctórum privado de Mordenkainen,Mordenkainen's Private Sanctum,4,Un refugio seguro solo para ti.,"Lanzas una protección mágica crea un cubo de 1,5 a 30 m / 5 a 100 pies de lado que dura mientras mantengas el conjuro y bloquea propiedades mágicas según tu elección: el sonido no atraviesa la barrera, la zona parece oscura y con niebla impidiendo la visión incluso con visión en la oscuridad, los sensores de adivinación no pueden funcionar ni atravesar la barrera, las criaturas no pueden ser objetivo de adivinación, nada puede teletransportarse dentro o fuera y el viaje interplanar está bloqueado. Si lanzas el conjuro diariamente en el mismo lugar durante 365 días, el efecto dura hasta ser disipado.
Con un espacio superior a 4, el cubo aumenta 30 m / 100 pies por cada nivel adicional.
","24 horas
36 m / 120 f / 24 cas
10 min",331 MdJ*,TRUE,TRUE,TRUE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,Mago
Santuario,Sanctuary,1,Un refugio sagrado.,"Proteges a una criatura que esté dentro del alcance. Hasta que el conjuro termine, cualquier criatura que haga objetivo a la criatura protegida con un ataque o un conjuro que inflija daño deberá superar primero una tirada de salvación de Sabiduría; de lo contrario, elegirá un nuevo objetivo o perderá el ataque o conjuro. Este conjuro no protege a la criatura contra los efectos de área. El conjuro termina si la criatura protegida hace una tirada de ataque, lanza un conjuro o inflige daño.
","1 min
9 m / 30 f / 6 cas
Acción adicional",332 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,Clerigo
Semiplano,Demiplane,8,Un espacio fuera del mundo.,"Creas una puerta media sombra en una superficie plana dentro del alcance que se abre y cierra, conectando con un demiplano vacío de 9 m de lado, de madera o piedra. Al terminar el hechizo, la puerta desaparece; los objetos y criaturas dentro permanecen, a menos que opten por salir por la puerta mientras se desvanece, aterrizando prone en los espacios desocupados más cercanos al anterior. Puedes crear un nuevo demiplano o conectar la puerta a uno previo propio o, si conoces su contenido, a un demiplano creado por otra criatura.
","1 hora
18 m / 60 f / 12 cas
Acción",332 MdJ*,TRUE,FALSE,FALSE,~,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Brujo, Hechicero, Mago"
Sentidos de la bestia,Beast Sense,2,Usas los sentidos de una bestia.,"Tocas a una bestia voluntaria. Hasta que el conjuro termine, puedes percibir a través de los sentidos de la bestia, así como de los tuyos. Cuando percibes a través de ella, te beneficias de cualquier sentido especial que tenga.
","1 h.
Toque
Acción o Ritual",332 MdJ,TRUE,FALSE,FALSE,~,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Druida, Explorador"
Señal de esperanza,Beacon of Hope,3,La esperanza se afianza.,"Elige cualquier cantidad de criaturas dentro del alcance. Hasta que el conjuro termine, todos los objetivos tienen ventaja en sus tiradas de salvación de Sabiduría y sus tiradas de salvación contra muerte, y también recuperan la cantidad máxima posible de puntos de golpe en cualquier curación.
","1 min
9 m / 30 f / 6 cas
Acción",332 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,Clerigo
Shillelagh,Shillelagh,Truco,La madera cobra poder.,"Un bastón o un garrote que sostengas se ve impregnado del poder de la naturaleza. Hasta que termine el conjuro, puedes usar tu aptitud mágica en lugar de tu Fuerza para las tiradas de ataque y de daño de tus ataques cuerpo a cuerpo usando esa arma y el dado de daño pasa a ser un d8. Si el ataque inflige daño, puede ser de fuerza o del tipo de daño normal del arma (a tu elección).
El conjuro termina antes de tiempo si lo vuelves a lanzar o si sueltas el arma.
Con un espacio de conjuro de nivel superior. El dado de daño cambia cuando alcanzas los niveles 5 (d10), 11 (d12) y 17 (2d6).
","1 min
Lanzador
Acción adicional",332 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,Druida
Silencio,Silence,2,El sonido desaparece.,"Hasta que termine el conjuro, creas una esfera de 6 m de radio centrada en un punto de tu elección dentro del alcance. Ningún sonido podrá atravesarla ni originarse en su interior. Toda criatura u objeto tiene inmunidad al daño de trueno si se halla completamente dentro de la esfera, y las criaturas tienen el estado de ensordecidas en su interior. Dentro de ella es imposible lanzar conjuros que tengan un componente verbal.","10 min
36 m / 120 f / 24 cas
Acción o ritual",332 MdJ,TRUE,TRUE,FALSE,~,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Directo,"Bardo, Clerigo, Explorador"
Símbolo,Symbol,7,Un símbolo que condena.,"Inscribes un glifo dañino en una superficie o en un objeto inmóvil dentro del alcance. Superficie hasta 3 m / 10 pies de diámetro; objeto no puede moverse más de 3 m / 10 pies. El glifo es casi invisible; se detecta con Inteligencia (Investigación) frente a tu DC. Decides la activación: tocar, pisar, abrir, acercarse, leer o manipular; puedes limitar por tipo, tamaño o contraseña. Al activarse, crea una esfera de 18 m / 60 pies de radio con luz tenue durante 10 minutos; las criaturas en ella o que entren/terminen su turno quedan afectadas. Efectos: 
(revisar tabla en MdJ).","Disipado/Activado
Toque
1 min",332 MdJ*,TRUE,TRUE,TRUE,1000 po*,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Bardo, Druida, Clerigo, Mago"
Simulacro,Simulacrum,7,Una copia que actúa por ti,"Simulacro de hielo crea una copia de una bestia o humanoide que permanece a 3 m / 10 pies o menos de ti durante el lanzamiento; al tocarla y una pila de nieve o hielo de su tamaño, esta se transforma en un simulacro. El simulacro tiene el perfil original pero es un autómata con la mitad de puntos de golpe, no puede lanzar este conjuro, subir de nivel ni hacer descansos. Es amistoso contigo y con criaturas que designes, obedece tus órdenes y actúa en su turno. Si recibe daño, solo puede repararse gastando 100 po por PG recuperado durante un descanso largo mientras esté a 1,5 m / 5 pies de ti. Dura hasta 0 PG, momento en que se derrite. Si lanzas el conjuro de nuevo, el simulacro previo se destruye.
","Hasta que sea disipado
Toque
12 horas",333 MdJ*,TRUE,TRUE,TRUE,1500 po*,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Directo,Mago
Sirviente invisible,Unseen Servant,1,Ayuda que no se ve.,"Creas un sirviente invisible, sin mente ni forma, tamaño Mediano, CA 10, 1 punto de golpe, Fuerza 2, no puede atacar. Surge en un espacio desocupado dentro del alcance. Cada turno, como acción bonus, le ordenas moverse hasta 4,5 m / 15 pies e interactuar con objetos realizando tareas sencillas de humano como buscar, limpiar, remendar, doblar ropa, encender fuego o servir. El conjuro termina si sus puntos de golpe llegan a 0 o si se aleja más de 18 m / 60 pies de ti.
","1 hora
18 m / 60 f / 12 cas
Acción o ritual",333 MdJ*,TRUE,TRUE,TRUE,~,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Bardo, Brujo, Mago"
Sordera/ceguera,Blindness/Deafness,2,Sentidos traicionados.,"Una criatura que puedas ver dentro del alcance deberá superar una tirada de salvación de Constitución o tendrá el estado de cegada o ensordecida (a tu elección) hasta que el conjuro termine. Al final de cada uno de sus turnos, el objetivo repite la tirada de salvación y, si tiene éxito, se librará del conjuro.
Con un espacio de conjuro de nivel superior. Puedes hacer objetivo a una criatura adicional por cada nivel por encima de 2 que tenga el espacio.","1 min
36 m / 120 f / 24 cas
Acción",334 MdJ,FALSE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TdS Con.,"Bardo, Clerigo, Hechicero, Mago"
Sugestión,Suggestion,2,Una idea plantada.,"Sugieres un curso de acción (de no más de 25 palabras) a una criatura que puedas ver dentro del alcance y que te pueda oír y entender. La sugerencia tiene que parecer factible y no ser claramente dañina para el objetivo o sus aliados. Por ejemplo, podrías decir: 'Ve a por la llave de la cámara del tesoro de la secta y tráemela', o quizá 'deja de luchar, vete pacíficamente de la biblioteca y no vuelvas'. 
El objetivo deberá superar una tirada de salvación de Sabiduría o tendrá el estado de hechizado hasta que termine el conjuro o hasta que tus aliados o tú le hagáis daño. El objetivo hechizado llevará a cabo la sugerencia lo mejor que pueda. La actividad sugerida puede seguir hasta que termine el conjuro, pero si se puede completar en menos tiempo, el conjuro terminará sobre el objetivo cuando la complete.","8 horas
9 m / 30 f / 6 cas
Acción",334 MdJ,FALSE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TdS Sab.,"Bardo, Brujo, Hechicero, Mago"
Sugestión en masa,Mass Suggestion,6,Una idea compartida.,"Sugieres mágicamente una acción breve y razonable a hasta 12 criaturas que puedas ver y que puedan escucharte y entenderte. Criaturas inmunes a hechizos no se ven afectadas. No puede implicar daño evidente. Cada objetivo realiza una tirada de salvación de Sabiduría; si falla, sigue la acción lo mejor que puede mientras dure el conjuro o hasta completarla. Puedes especificar condiciones para tareas especiales durante la duración. Si tú o tus aliados dañan a un objetivo, el conjuro termina para esa criatura. Con espacios de nivel 7, 8 y 9, la duración es de 10 días, 30 días y 1 año y 1 día respectivamente.
","24 horas
18 m / 60 f / 12 cas
Acción",334 MdJ*,FALSE,TRUE,TRUE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TdS Sab.,"Bardo, Hechicero, Mago"
Susurros discordantes,Dissonant Whispers,1,Las voces enloquecen.,"Una criatura de tu elección, que puedas ver dentro del alcance, oye una melodía discordante en su mente. El objetivo realiza una tirada de salvación de Sabiduría. Si falla, recibe 3d6 de daño psíquico y debe usar inmediatamente su reacción, si está disponible, para alejarse de ti lo máximo posible, usando la ruta más segura. Si la supera, el objetivo solo recibe la mitad del daño.
Con un espacio de conjuro de nivel superior. El daño aumenta en 1d6 por cada nivel de espacio de conjuro superior a 1.","Instant.
18 m / 60 f / 12 cas
Acción",334 MdJ,FALSE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TdS Sab.,Bardo
Tañido por los muertos,Toll the Dead,Truco,La muerte llama.,"Señalas a una criatura que puedas ver dentro del alcance y el sonido de una campana funesta suena a 3 m / 10 pies o menos del objetivo. El objetivo deberá superar una tirada de salvación de Sabiduría o sufrirá 1d8 de daño necrótico. Si el objetivo no tiene todos sus puntos de golpe, el daño necrótico aumenta a 1d12.
Con un espacio de conjuro de nivel superior. El daño aumenta en un dado cuando alcanzas los niveles 5 (2d8 o 2d12), 11 (3d8 o 3d12) y 17 (4d8 o 4d12).
","Instant.
18 m / 60 f / 12 cas
Acción",334 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TdS Sab.,"Brujo, Clerigo, Mago"
Taumaturgia,Thaumaturgy,Truco,Un truco de fe.,"Manifiestas un pequeño milagro dentro del alcance y eliges uno de estos efectos por 1 minuto; puedes mantener hasta tres efectos activos a la vez. Jugar con fuego: haces que las llamas parpadeen, brillen más, se atenúen o cambien de color. Mano invisible: abres o cierras de golpe una puerta o ventana que no esté cerrada con llave. Ojos alterados: cambias el aspecto de tus ojos. Sonido fantasmal: creas un sonido instantáneo desde un punto dentro del alcance, como un trueno, el graznido de un cuervo o susurros. Temblores: haces que la tierra tiemble sin causar daño. Voz atronadora: tu voz resuena hasta tres veces más alto y tienes ventaja en pruebas de Carisma (Intimidación).
","Hasta 1 min
9 m / 30 f / 6 cas
Acción",335 MdJ*,FALSE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,Clerigo
Telaraña,Web,2,Todo queda atrapado.,"Conjuras un cubo de telarañas pegajosas de 6 m / 20 pies de lado en un punto dentro del alcance; dura mientras mantengas el conjuro. Las telarañas son terreno difícil y su interior ligeramente oscuro. Si no están ancladas a objetos sólidos o extendidas sobre una superficie, se vendrán abajo al inicio de tu siguiente turno. Sobre superficie plana tienen 1,5 m / 20 pies de profundidad. La primera vez que una criatura entre o termine su turno allí, debe hacer salvación de Destreza o queda apresada hasta liberarse. Puede usar una acción para hacer prueba de Fuerza (Atletismo) contra tu CD de conjuro para escapar. Las telarañas son inflamables: 1,5 m / 5 pies expuestos al fuego se queman en 1 asalto e infligen 2d4 de daño de fuego a cualquiera que comience su turno en el incendio.
","1 hora
18 m / 60 f / 12 cas
Acción",335 MdJ*,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Hechicero, Mago"
Telepatía,Telepathy,8,Las mentes se encuentran sin palabras.,"Creas un enlace telepático entre tú y una criatura voluntaria que conozcas. El objetivo puede estar en cualquier lugar del mismo plano de existencia que tú, pero el conjuro terminará si dejáis de estar en el mismo plano.
Hasta que el conjuro termine, el objetivo y tú podéis compartir de forma instantánea palabras, imágenes, sonidos y otros mensajes sensoriales mediante el enlace, y el objetivo te reconoce como la criatura con la que se está comunicando. El conjuro permite que una criatura comprenda el significado de tus palabras y cualquier mensaje sensorial que le envíes.
","24 horas
Ilimitado
Acción",335 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,Mago
Telequinesis,Telekinesis,5,Mover con la mente.,"Obtienes la capacidad de mover o manipular criaturas u objetos con la mente mientras dure el conjuro. Cada vez que lanzas el conjuro y como acción de magia en tus turnos siguientes, puedes controlar una criatura o un objeto que veas dentro del alcance; si cambias de objetivo, el anterior deja de estar afectado. Con criaturas Enormes o menores, intentas moverlas; deben superar salvación de Fuerza o las desplazas hasta 9 m / 30 pies en cualquier dirección dentro del alcance y quedan apresadas hasta el final de tu siguiente turno; si las elevas, permanecerán suspendidas y caerán al final de tu siguiente turno salvo que repitas la acción y fallen la salvación. Con objetos Enormes o menores, si no los lleva nadie, los mueves automáticamente hasta 9 m / 30 pies; si los lleva o viste alguien, deben superar salvación de Fuerza o los mueves hasta 9 m / 30 pies. Puedes manipular objetos con precisión, abrir puertas o contenedores, sacar o guardar objetos o verter contenido de viales.
","10 min
18 m / 60 f / 12 cas
Acción",335 MdJ*,TRUE,TRUE,FALSE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,"Hechicero, Mago"
Teletransporte,Teleport,7,Viajar sin límites.,"Este conjuro te transporta instantáneamente a ti y a hasta ocho criaturas voluntarias de tu elección que puedas ver dentro de su alcance, o a un solo objeto que puedas ver dentro del alcance, a un destino que selecciones. Si eliges un objeto como objetivo, debe caber completamente dentro de un cubo de 3 metros, y no puede ser sostenido ni transportado por una criatura involuntaria.
Debes conocer el destino que elijas y debe estar en el mismo plano de existencia que tú. Tu familiaridad con el destino determina si llegas allí con éxito. El DM tira 1d100 y consulta la tabla de accidentes.","Instant.
3 m / 10 f / 2 cas
Acción",337 MdJ*,FALSE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Bardo, Hechicero, Mago"
Tentáculos negros de Evard,Evard's Black Tentacles,4,Sombras que se extienden y atrapan.,"Unos tentáculos color ébano que se retuercen llenan un cuadrado en el suelo de 6 m / 20 pies de lado que puedas ver dentro del alcance. Hasta que termine el conjuro, estos tentáculos convertirán la zona en terreno difícil.
Todas las criaturas situadas en esa zona hacen una tirada de salvación de Fuerza. Si la fallan, sufrirán 3d6 de daño contundente y tendrán el estado de apresadas hasta que el conjuro termine. Una criatura también deberá hacer la tirada si entra en la zona o termina su turno en ella. Cada criatura solo hace esta tirada una vez por turno.
Una criatura apresada puede emplear una acción para hacer una prueba de Fuerza (Atletismo) contra tu CD de salvación de conjuros y, si la supera, pondrá fin a su estado.
","1 min
27 m / 90 f / 18 cas
Acción",337 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,Mago
Terremoto,Earthquake,8,La tierra se quiebra.,"Elige un punto en el suelo que veas dentro del alcance. Durante la duración, un temblor arrasa el suelo en un círculo de 30 m / 100 pies de radio, convirtiendo la zona en terreno  difícil. Al lanzar el hechizo y al final de cada uno de tus turnos, cada criatura en el suelo del área hace un salvamento de Destreza; si falla, quedan derribadas y rompen concentración. Puedes causar 2 efectos:
Grietas. Se abren 1d6 fisuras por turno, de 3 m / 10 pies de ancho y 1d10 x 3 m / 10 pies de profundidad, de un borde al otro; las criaturas en su espacio deben salvar Destreza o caen.
Temblor. Inflige 50 de daño contundente a estructuras en contacto con el suelo; si una estructura llega a 0 puntos de golpe, colapsa. Las criaturas a la mitad de la altura de la estructura colapsada deben salvar Destreza; si fallan, reciben 12d6 daño contundente, quedan derribadas y enterradas, necesitando una prueba de Fuerza DC 20 (Atletismo) para escapar; si tienen éxito, reciben la mitad del daño.
","1 min
150 m / 500 f / 100 cas
Acción",337 MdJ*,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,"Druida, Clerigo, Hechicero"
Terreno alucinatorio,Hallucinatory Terrain,4,El terreno miente.,"Transformas un área de terreno natural de un cubo de 45 m / 150 pies de lado dentro del alcance para que se vea, suene y huela como otro tipo de terreno. Las estructuras, equipo y criaturas no se afectan. Las propiedades físicas no cambian; las criaturas que entren pueden notar la ilusión. Si examinan el área, pueden usar la acción de Estudio y una tirada de Inteligencia (Investigación) contra tu CD de salvación de conjuros para descubrirla. Una criatura que detecta la ilusión ve una imagen difusa sobre el terreno real.","24 horas
90 m / 300 f / 60 cas
10 min",337 MdJ*,TRUE,TRUE,TRUE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Directo,"Bardo, Druida, Brujo, Mago"
Terror,Fear,3,El miedo gobierna.,"Todas las criaturas situadas en un cono de 9 m / 30 pies deberán superar una tirada de salvación de Sabiduría o soltarán cualquier cosa que tengan agarrada y tendrán el estado de asustadas hasta que termine el conjuro. Una criatura asustada realizará la acción de correr en todos sus turnos para alejarse de ti por la ruta más segura, a menos que no haya por dónde huir. Si la criatura acaba su turno en un espacio desde el que no tenga línea de visión directa de ti, hará una tirada de salvación de Sabiduría. Si la supera, el conjuro terminará para ella.","1 min
Lanzador
Acción",338 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TdS Sab.,"Bardo, Brujo, Hechicero, Mago"
Terror abyecto,Weird,9,El horror absoluto.,"Intentas crear horrores ilusorios en las mentes de otros. Todas las criaturas de tu elección situadas en una esfera de 9 m / 30 pies de radio centrada en un punto dentro del alcance realizan una tirada de salvación de Sabiduría. Si la fallan, los objetivos sufrirán 10d10 de daño psíquico y tendrán el estado de asustados hasta que el conjuro termine. Si la superan, solamente recibirán la mitad de ese daño.
Un objetivo asustado hará una tirada de salvación de Sabiduría al final de cada uno de sus turnos. Si la falla, sufrirá 5d10 de daño psíquico. Si la supera, el conjuro terminará para ese objetivo.
","1 min
36 m / 120 f / 24 cas
Acción",338 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TdS Sab.,"Brujo, Mago"
